Date,Airline,Flight_Number,Origin,Destination,Class,Flight Distance,Scheduled_Departure,Actual_Departure,Scheduled_Arrival,Actual_Arrival,Departure Delay in Minutes,Arrival Delay in Minutes
2025-04-08,IndiGo,6E-6531,CCU,BOM,Eco,1739,14:00,13:56,16:40,16:38,0,0
2025-03-21,IndiGo,6E-5962,PNQ,JFK,Eco,7902,16:05,15:56,02:27,02:18,0,0
2025-06-26,IndiGo,6E-2900,DEL,GOA,Eco,7736,09:05,09:04,19:15,19:02,0,0
2025-10-01,IndiGo,6E-3653,CCU,SIN,Business,7722,00:45,00:45,10:54,10:54,0,0
2025-12-28,IndiGo,6E-9405,MAA,LHR,Eco Plus,5320,06:10,06:06,13:19,13:04,0,0
2025-08-11,IndiGo,6E-461,JFK,CCU,Eco,2867,12:15,12:05,16:20,15:59,0,0
2025-03-20,IndiGo,6E-6134,DEL,DXB,Business,5621,22:05,22:00,05:36,05:21,0,0
2025-06-01,IndiGo,6E-9237,BLR,DXB,Business,1442,18:15,18:11,20:33,20:28,0,0
2025-04-27,IndiGo,6E-4558,JFK,LHR,Eco,1961,04:15,04:15,07:12,07:19,0,7
2025-03-22,IndiGo,6E-584,HYD,BLR,Eco,8125,05:10,05:09,15:49,15:37,0,0
2025-06-03,IndiGo,6E-4162,MAA,BOM,Business,4903,11:50,12:20,18:27,19:02,30,35
2025-05-22,IndiGo,6E-6036,DEL,LHR,Business,5287,14:00,14:03,21:06,21:02,3,0
2025-04-15,IndiGo,6E-163,MAA,HYD,Eco,5194,05:45,05:48,12:44,12:57,3,13
2025-05-16,IndiGo,6E-9630,JFK,BLR,Eco,5824,18:15,18:08,02:01,01:41,0,0
2026-01-03,IndiGo,6E-6860,PNQ,HYD,Eco,1844,07:05,06:58,09:53,09:53,0,0
2025-11-21,IndiGo,6E-5360,PNQ,HYD,Eco,2094,16:45,16:41,19:52,19:39,0,0
2026-01-28,IndiGo,6E-7842,PNQ,DXB,Eco,1721,11:45,11:59,14:24,14:42,14,18
2025-02-16,IndiGo,6E-9271,GOA,LHR,Business,2418,07:10,10:29,10:41,13:53,199,192
2025-03-30,IndiGo,6E-5356,SIN,DXB,Business,4955,01:50,01:50,08:31,08:40,0,9
2025-08-26,IndiGo,6E-9066,SIN,HYD,Eco,2766,21:45,21:35,01:42,01:31,0,0
2025-08-28,IndiGo,6E-3994,BLR,BOM,Eco Plus,986,19:30,19:31,21:13,21:22,1,9
2025-03-10,IndiGo,6E-825,HYD,DEL,Eco Plus,8508,11:10,11:10,22:18,22:22,0,4
2025-07-15,IndiGo,6E-8491,JFK,GOA,Eco,6483,20:15,20:07,04:51,04:40,0,0
2025-10-28,IndiGo,6E-5455,DXB,GOA,Eco,8616,20:15,20:11,07:31,07:24,0,0
2025-06-26,IndiGo,6E-6507,LHR,MAA,Eco,7394,01:15,01:14,10:59,11:01,0,2
2025-07-14,IndiGo,6E-176,SIN,PNQ,Eco,4187,08:15,08:07,13:59,13:45,0,0
2025-08-20,IndiGo,6E-7535,HYD,BLR,Eco,8419,01:05,01:35,12:06,12:29,30,23
2025-02-26,IndiGo,6E-4954,GOA,BLR,Eco,6510,09:50,09:40,18:28,18:20,0,0
2025-08-30,IndiGo,6E-885,LHR,JFK,Eco,8255,12:30,12:24,23:19,23:01,0,0
2025-09-18,IndiGo,6E-5269,LHR,DEL,Eco,6016,02:50,02:41,10:51,10:52,0,1
2025-07-06,IndiGo,6E-1091,BLR,GOA,Eco,3515,09:50,09:49,14:43,14:31,0,0
2025-09-10,IndiGo,6E-4867,LHR,PNQ,Business,8224,03:00,03:34,13:46,14:13,34,27
2025-09-02,IndiGo,6E-5671,LHR,GOA,Eco,1595,12:15,13:00,14:44,15:35,45,51
2025-05-26,IndiGo,6E-5430,SIN,PNQ,Eco Plus,6835,21:30,21:20,06:32,06:20,0,0
2025-10-22,IndiGo,6E-1607,JFK,BOM,Business,933,17:05,17:05,18:44,18:53,0,9
2025-06-18,IndiGo,6E-9292,PNQ,SIN,Eco,1475,11:05,11:06,13:25,13:35,1,10
2025-10-09,IndiGo,6E-448,BLR,SIN,Eco,8564,03:10,03:54,14:22,15:12,44,50
2025-06-04,IndiGo,6E-3154,DXB,SIN,Eco,2159,02:00,01:57,05:11,05:06,0,0
2025-09-20,IndiGo,6E-8674,GOA,LHR,Eco,4662,14:45,14:42,21:04,21:11,0,7
2026-01-18,IndiGo,6E-7873,PNQ,HYD,Business,5137,01:00,00:57,07:55,07:48,0,0
2025-06-07,IndiGo,6E-2394,HYD,PNQ,Eco,2914,08:30,08:32,12:38,12:40,2,2
2025-11-08,IndiGo,6E-7043,BOM,JFK,Eco,7062,14:00,13:56,23:19,23:12,0,0
2025-06-17,IndiGo,6E-7925,HYD,SIN,Business,7344,04:50,04:47,14:30,14:12,0,0
2025-03-28,IndiGo,6E-3918,PNQ,JFK,Eco Plus,2155,16:10,16:45,19:21,19:47,35,26
2025-05-21,IndiGo,6E-1501,DXB,MAA,Business,6599,09:00,08:50,17:44,17:32,0,0
2025-07-07,IndiGo,6E-7730,DEL,HYD,Eco,1866,19:45,20:24,22:34,23:18,39,44
2025-06-08,IndiGo,6E-4232,MAA,CCU,Eco,7664,02:10,02:04,12:14,11:58,0,0
2026-02-07,IndiGo,6E-5448,LHR,DXB,Eco,2830,17:30,17:23,21:32,21:31,0,0
2025-03-08,IndiGo,6E-5487,HYD,BLR,Eco,1381,17:30,17:23,19:43,19:30,0,0
2025-06-14,IndiGo,6E-8146,DXB,PNQ,Eco,8257,12:00,11:51,22:49,22:47,0,0
2025-11-18,IndiGo,6E-8591,CCU,SIN,Eco,5429,07:30,07:34,14:47,14:40,4,0
2025-10-11,IndiGo,6E-1232,MAA,DEL,Eco,7994,23:00,22:55,09:29,09:20,0,0
2025-12-28,IndiGo,6E-9019,PNQ,BLR,Eco,7444,18:50,18:46,04:38,04:34,0,0
2025-07-02,IndiGo,6E-1979,BOM,SIN,Eco,8866,03:50,04:27,15:24,15:55,37,31
2025-11-08,IndiGo,6E-7141,CCU,GOA,Business,8192,19:15,19:45,05:59,06:27,30,28
2026-01-29,IndiGo,6E-2490,LHR,JFK,Eco,5731,10:00,10:42,17:39,18:26,42,47
2025-10-16,IndiGo,6E-1640,BOM,DEL,Eco,6135,22:30,22:40,06:40,06:56,10,16
2025-11-12,IndiGo,6E-4370,JFK,LHR,Business,4928,09:10,11:40,15:49,18:06,150,137
2025-09-19,IndiGo,6E-9777,CCU,HYD,Eco,6073,12:30,12:34,20:35,20:25,4,0
2025-07-15,IndiGo,6E-1399,LHR,BOM,Eco,2534,20:15,20:07,23:55,23:56,0,1
2026-02-06,IndiGo,6E-3365,SIN,GOA,Eco,8743,03:10,03:06,14:35,14:27,0,0
2026-02-07,IndiGo,6E-7283,PNQ,LHR,Eco,6788,07:15,08:31,16:14,17:30,76,76
2026-01-13,IndiGo,6E-4322,GOA,MAA,Eco,7061,19:05,19:36,04:24,04:43,31,19
2025-06-15,IndiGo,6E-2251,GOA,BOM,Eco,3182,21:10,21:06,01:38,01:22,0,0
2025-05-04,IndiGo,6E-3896,PNQ,JFK,Business,1352,17:10,17:00,19:21,19:00,0,0
2025-08-24,IndiGo,6E-1772,DEL,SIN,Eco,4613,13:50,16:57,20:05,23:11,187,186
2026-01-31,IndiGo,6E-2332,DEL,DXB,Eco Plus,8408,19:50,19:51,06:50,06:41,1,0
2025-05-09,IndiGo,6E-5736,CCU,JFK,Eco,6671,11:15,11:20,20:05,20:00,5,0
2026-01-25,IndiGo,6E-7478,SIN,JFK,Eco Plus,8576,22:10,22:02,09:23,09:04,0,0
2025-11-25,IndiGo,6E-8567,HYD,GOA,Business,7819,05:30,05:21,15:46,15:41,0,0
2025-06-12,IndiGo,6E-2527,GOA,DEL,Eco,1490,15:30,15:31,17:51,17:53,1,2
2025-07-16,IndiGo,6E-7131,LHR,BLR,Eco,2460,01:45,02:20,05:19,05:45,35,26
2025-10-02,IndiGo,6E-971,PNQ,DXB,Eco,1053,21:50,21:54,23:38,23:39,4,1
2025-03-15,IndiGo,6E-7706,LHR,GOA,Eco,2537,14:50,14:48,18:30,18:35,0,5
2025-08-30,IndiGo,6E-2372,PNQ,JFK,Eco,5213,20:05,19:58,03:05,02:44,0,0
2025-10-20,IndiGo,6E-1312,PNQ,DXB,Eco,3933,10:00,10:34,15:24,16:08,34,44
2025-03-20,IndiGo,6E-6053,HYD,MAA,Eco,2493,17:15,17:18,20:51,20:50,3,0
2026-02-06,IndiGo,6E-1759,BOM,BLR,Business,6207,23:45,23:48,08:00,07:57,3,0
2025-11-05,IndiGo,6E-1747,MAA,GOA,Eco,6018,13:45,13:45,21:46,21:47,0,1
2025-03-05,IndiGo,6E-4271,BOM,MAA,Eco Plus,1827,05:50,05:46,08:37,08:39,0,2
2025-11-24,IndiGo,6E-1712,GOA,SIN,Eco,2122,02:50,03:09,05:59,06:24,19,25
2025-05-10,IndiGo,6E-1835,JFK,DXB,Eco,2811,08:00,07:50,12:00,11:35,0,0
2025-09-26,IndiGo,6E-3214,HYD,MAA,Eco,4412,18:45,18:45,00:45,00:55,0,10
2025-11-18,IndiGo,6E-8246,BOM,BLR,Eco,3316,16:30,16:35,21:08,21:18,5,10
2025-03-30,IndiGo,6E-6060,BOM,DXB,Eco Plus,3837,04:10,04:34,09:27,09:54,24,27
2025-12-24,IndiGo,6E-1590,SIN,MAA,Eco,4447,20:15,20:16,02:18,02:21,1,3
2025-03-16,IndiGo,6E-6695,LHR,JFK,Eco,6366,06:30,06:43,14:57,15:05,13,8
2026-01-09,IndiGo,6E-8039,PNQ,BLR,Eco Plus,4022,11:05,11:35,16:36,17:12,30,36
2025-06-19,IndiGo,6E-4354,GOA,SIN,Eco,5482,00:50,01:17,08:11,08:42,27,31
2025-02-27,IndiGo,6E-5649,DEL,CCU,Business,3252,08:05,08:28,12:38,12:51,23,13
2025-11-12,IndiGo,6E-2961,HYD,GOA,Eco,1006,11:00,11:13,12:45,13:03,13,18
2025-05-08,IndiGo,6E-4023,DEL,BOM,Eco,1436,08:30,08:21,10:47,10:38,0,0
2026-01-08,IndiGo,6E-7301,MAA,SIN,Eco,8778,00:15,00:06,11:43,11:42,0,0
2025-05-20,IndiGo,6E-5314,DXB,LHR,Eco,3631,00:15,00:46,05:17,05:37,31,20
2026-01-07,IndiGo,6E-8014,JFK,DXB,Eco,6775,08:30,08:34,17:28,17:29,4,1
2025-11-08,IndiGo,6E-7459,BLR,DEL,Eco,1545,07:45,08:24,10:10,10:48,39,38
2025-03-20,IndiGo,6E-1412,MAA,BLR,Eco,1770,22:15,22:15,00:57,01:02,0,5
2025-12-12,IndiGo,6E-3017,JFK,HYD,Eco Plus,4916,07:45,07:46,14:23,14:30,1,7
2025-11-04,IndiGo,6E-7464,GOA,PNQ,Eco,1830,12:10,12:02,14:57,14:36,0,0
2025-09-08,IndiGo,6E-433,BOM,SIN,Business,6661,03:00,03:01,11:49,11:42,1,0
2025-05-20,IndiGo,6E-3046,MAA,GOA,Eco,7726,13:10,13:06,23:19,23:06,0,0
2025-06-01,IndiGo,6E-9704,DXB,JFK,Eco,5701,05:10,05:05,12:47,12:33,0,0
2025-09-21,IndiGo,6E-6100,JFK,PNQ,Eco,1607,20:00,19:54,22:30,22:17,0,0
2025-12-27,IndiGo,6E-1726,PNQ,SIN,Eco,5819,14:05,14:16,21:51,22:06,11,15
2025-10-11,IndiGo,6E-7584,BOM,MAA,Business,7055,22:50,22:40,08:09,07:58,0,0
2025-07-18,IndiGo,6E-3481,CCU,DXB,Business,4259,07:10,07:14,12:59,12:49,4,0
2025-10-06,IndiGo,6E-7870,MAA,JFK,Eco,2438,10:10,10:02,13:42,13:25,0,0
2025-11-10,IndiGo,6E-8724,HYD,BLR,Business,8460,14:05,13:58,01:09,01:11,0,2
2025-09-26,IndiGo,6E-3772,BOM,BLR,Eco,8081,00:05,00:29,10:41,11:11,24,30
2025-07-25,IndiGo,6E-2587,MAA,DEL,Eco,4024,18:15,18:17,23:46,23:42,2,0
2026-02-08,IndiGo,6E-398,GOA,BOM,Eco,3775,13:50,13:40,19:03,18:46,0,0
2025-12-22,IndiGo,6E-9785,SIN,DXB,Business,7331,04:10,04:10,13:49,13:36,0,0
2025-07-22,IndiGo,6E-7649,HYD,GOA,Eco,4531,10:45,13:50,16:54,19:53,185,179
2025-05-26,IndiGo,6E-1346,DXB,GOA,Eco Plus,8298,06:00,05:50,16:52,16:31,0,0
2025-08-09,IndiGo,6E-5328,CCU,GOA,Eco,4653,20:45,20:46,03:03,03:12,1,9
2025-08-07,IndiGo,6E-1094,BLR,CCU,Business,7450,03:15,03:07,13:03,12:49,0,0
2026-01-09,IndiGo,6E-6786,CCU,PNQ,Eco,7928,11:45,11:38,22:09,22:04,0,0
2025-05-12,IndiGo,6E-1034,PNQ,GOA,Eco,1736,08:10,08:04,10:50,10:38,0,0
2025-10-18,IndiGo,6E-8284,BLR,DXB,Business,7604,04:15,04:12,14:15,14:07,0,0
2025-05-08,IndiGo,6E-4383,DEL,LHR,Eco,6177,20:00,20:37,04:13,04:37,37,24
2025-11-11,IndiGo,6E-2925,HYD,SIN,Eco,4344,09:00,08:50,14:55,14:32,0,0
2025-09-02,IndiGo,6E-719,SIN,CCU,Eco,5403,19:30,19:23,02:45,02:33,0,0
2025-09-06,IndiGo,6E-9317,GOA,HYD,Business,5238,03:30,05:02,10:32,12:03,92,91
2025-09-10,IndiGo,6E-6459,HYD,MAA,Eco,6118,14:30,14:26,22:38,22:28,0,0
2026-01-24,IndiGo,6E-2528,HYD,DXB,Eco,6415,12:45,12:50,21:16,21:06,5,0
2025-04-28,IndiGo,6E-6371,JFK,DEL,Eco,8169,16:15,16:11,02:57,02:43,0,0
2026-01-16,IndiGo,6E-9745,DEL,JFK,Eco,3837,01:45,02:30,07:02,07:39,45,37
2025-12-14,IndiGo,6E-2422,SIN,MAA,Business,3999,22:45,22:56,04:14,04:17,11,3
2025-03-01,IndiGo,6E-2068,CCU,BLR,Business,8389,10:10,10:08,21:09,20:57,0,0
2025-07-31,IndiGo,6E-4604,CCU,DEL,Eco,7937,10:30,10:25,20:55,20:41,0,0
2025-11-10,IndiGo,6E-9565,BOM,HYD,Eco,3261,21:05,21:38,01:39,02:01,33,22
2025-03-09,IndiGo,6E-689,BLR,PNQ,Eco Plus,3168,18:10,18:14,22:37,22:32,4,0
2025-02-22,IndiGo,6E-2233,GOA,LHR,Eco,1519,11:45,11:43,14:08,14:06,0,0
2025-06-03,IndiGo,6E-2913,CCU,JFK,Eco,4299,21:00,21:01,02:52,02:57,1,5
2025-06-10,IndiGo,6E-8678,MAA,BLR,Eco Plus,5157,08:45,09:26,15:41,16:09,41,28
2025-03-25,IndiGo,6E-5831,HYD,DEL,Eco,4106,13:45,13:41,19:22,19:25,0,3
2025-03-25,IndiGo,6E-2645,BLR,MAA,Eco,618,11:50,12:14,13:06,13:33,24,27
2025-08-10,IndiGo,6E-1017,MAA,BOM,Eco,4186,11:45,11:40,17:28,17:11,0,0
2026-01-11,IndiGo,6E-3983,JFK,DXB,Eco,3494,08:30,09:11,13:22,13:59,41,37
2025-08-25,IndiGo,6E-3795,BLR,JFK,Eco,6461,05:50,05:52,14:24,14:17,2,0
2025-09-02,IndiGo,6E-1579,HYD,PNQ,Eco,8409,17:00,16:58,04:00,03:53,0,0
2025-09-15,IndiGo,6E-8155,HYD,SIN,Eco,6389,06:00,05:51,14:29,14:19,0,0
2025-03-09,IndiGo,6E-7562,DXB,GOA,Eco Plus,7857,08:45,08:47,19:04,18:57,2,0
2025-12-27,IndiGo,6E-8063,PNQ,GOA,Eco Plus,8586,09:15,10:56,20:28,22:12,101,104
2025-02-22,IndiGo,6E-6178,BLR,GOA,Business,7128,16:05,16:08,01:29,01:39,3,10
2025-06-14,IndiGo,6E-1710,SIN,CCU,Eco,7761,11:30,11:42,21:42,21:53,12,11
2025-04-04,IndiGo,6E-4595,JFK,BLR,Business,5003,20:45,20:48,03:30,03:36,3,6
2025-11-28,IndiGo,6E-7329,BOM,PNQ,Eco,2881,23:10,23:00,03:16,03:03,0,0
2026-02-01,IndiGo,6E-9141,LHR,PNQ,Eco,7095,10:05,10:01,19:27,19:16,0,0
2026-02-08,IndiGo,6E-5586,SIN,GOA,Business,5893,11:00,11:38,18:51,19:30,38,39
2025-07-21,IndiGo,6E-3706,HYD,SIN,Eco,6554,12:30,12:53,21:11,21:35,23,24
2025-06-24,IndiGo,6E-9032,PNQ,BOM,Eco Plus,7820,08:50,08:46,19:06,19:12,0,6
2025-02-26,IndiGo,6E-9134,CCU,DEL,Business,6316,15:05,15:09,23:28,23:32,4,4
2025-04-16,IndiGo,6E-598,DXB,GOA,Eco,4313,15:45,15:37,21:38,21:28,0,0
2025-11-10,IndiGo,6E-6924,DXB,HYD,Eco,4476,15:30,15:33,21:35,21:46,3,11
2025-02-16,IndiGo,6E-662,CCU,BLR,Business,969,03:15,03:08,04:57,04:43,0,0
2025-04-29,IndiGo,6E-2574,DEL,BOM,Business,3685,03:30,03:22,08:36,08:31,0,0
2025-09-13,IndiGo,6E-2983,CCU,MAA,Eco,2833,13:50,13:48,17:52,17:48,0,0
2025-06-15,IndiGo,6E-3417,HYD,DXB,Business,5123,03:50,04:05,10:44,10:51,15,7
2025-12-04,IndiGo,6E-2624,BLR,SIN,Business,7041,17:10,17:10,02:28,02:20,0,0
2026-01-27,IndiGo,6E-8033,DEL,GOA,Business,6786,23:15,01:00,08:13,09:52,105,99
2025-02-26,IndiGo,6E-7075,PNQ,SIN,Eco,3035,03:00,02:57,07:17,07:24,0,7
2026-01-14,IndiGo,6E-8174,DEL,SIN,Business,703,22:15,22:17,23:37,23:39,2,2
2025-09-29,IndiGo,6E-9382,DEL,BOM,Eco,1413,08:15,08:17,10:30,10:42,2,12
2025-06-28,IndiGo,6E-7121,SIN,CCU,Eco,5617,14:30,14:41,22:01,22:17,11,16
2025-09-28,IndiGo,6E-5964,BLR,CCU,Eco,2032,19:30,19:23,22:32,22:35,0,3
2025-07-20,IndiGo,6E-9795,SIN,LHR,Eco,2540,03:10,03:42,06:50,07:12,32,22
2025-07-21,IndiGo,6E-6620,BLR,HYD,Eco,4649,12:30,12:32,18:48,18:40,2,0
2025-10-25,IndiGo,6E-4313,DXB,JFK,Eco,4532,08:30,09:01,14:39,15:09,31,30
2026-02-09,IndiGo,6E-6142,BLR,DEL,Eco,1264,13:50,14:17,15:54,16:16,27,22
2025-08-17,IndiGo,6E-5970,BOM,GOA,Eco,4131,07:50,07:40,13:29,13:20,0,0
2025-02-20,IndiGo,6E-797,MAA,HYD,Eco Plus,5220,15:30,15:33,22:31,22:22,3,0
2025-06-14,IndiGo,6E-1977,HYD,JFK,Eco,5557,08:10,08:13,15:36,15:30,3,0
2025-06-10,IndiGo,6E-3287,BLR,SIN,Business,2648,11:45,11:46,15:33,15:21,1,0
2025-05-13,IndiGo,6E-2537,BOM,DEL,Eco,4536,08:10,08:07,14:20,14:20,0,0
2025-11-16,IndiGo,6E-3220,BOM,DEL,Eco,1940,17:10,17:09,20:05,19:51,0,0
2025-05-14,IndiGo,6E-8076,CCU,BLR,Eco,4162,13:10,16:23,18:52,22:00,193,188
2026-02-08,IndiGo,6E-2760,DEL,BOM,Eco,7525,22:45,23:06,08:39,08:45,21,6
2025-05-14,IndiGo,6E-9261,GOA,PNQ,Business,3446,10:05,10:00,14:53,14:45,0,0
2025-11-20,IndiGo,6E-614,LHR,DEL,Business,1563,14:00,14:00,16:27,16:34,0,7
2025-06-21,IndiGo,6E-5712,JFK,SIN,Business,2424,08:05,07:57,11:36,11:17,0,0
2025-09-09,IndiGo,6E-3894,HYD,BLR,Eco,666,00:05,00:04,01:24,01:22,0,0
2025-06-13,IndiGo,6E-1133,HYD,GOA,Eco,2652,14:30,14:40,18:18,18:37,10,19
2025-11-24,IndiGo,6E-3290,BOM,PNQ,Eco,8260,06:45,06:38,17:34,17:22,0,0
2026-01-23,IndiGo,6E-6253,GOA,DEL,Eco,3331,19:45,19:35,00:24,00:09,0,0
2025-04-06,IndiGo,6E-4923,DXB,BLR,Eco Plus,1578,07:45,07:46,10:13,10:17,1,4
2025-12-02,IndiGo,6E-180,SIN,BOM,Business,1514,06:50,06:40,09:13,08:53,0,0
2025-06-09,IndiGo,6E-7008,JFK,DEL,Business,2224,08:30,08:59,11:46,12:03,29,17
2025-10-29,IndiGo,6E-5113,DEL,BOM,Eco,1743,17:05,17:27,19:45,20:08,22,23
2025-08-16,IndiGo,6E-3183,BLR,LHR,Business,8897,17:45,17:37,05:22,05:05,0,0
2025-03-30,IndiGo,6E-6938,PNQ,DEL,Eco Plus,1354,08:05,08:05,10:16,10:23,0,7
2025-12-10,IndiGo,6E-8775,BLR,SIN,Eco,4887,13:45,15:13,20:21,21:49,88,88
2025-07-25,IndiGo,6E-6884,JFK,GOA,Eco Plus,3600,20:45,20:36,01:45,01:29,0,0
2025-08-06,IndiGo,6E-8520,LHR,BOM,Eco,4378,15:15,15:45,21:13,21:34,30,21
2025-11-22,IndiGo,6E-3989,CCU,JFK,Business,4028,20:30,20:46,02:02,02:26,16,24
2025-04-17,IndiGo,6E-9206,JFK,DXB,Eco,4677,08:10,08:53,14:30,14:59,43,29
2025-07-20,IndiGo,6E-7475,DXB,JFK,Eco,3520,05:45,06:23,10:39,11:12,38,33
2025-12-01,IndiGo,6E-3348,SIN,JFK,Eco,4327,17:50,17:43,23:44,23:26,0,0
2025-07-06,IndiGo,6E-7570,JFK,BLR,Eco,3105,07:30,07:31,11:52,11:57,1,5
2025-12-02,IndiGo,6E-9367,LHR,BOM,Eco,7167,03:15,03:13,12:42,12:34,0,0
2025-06-26,IndiGo,6E-6294,BOM,MAA,Eco,678,06:00,05:53,07:20,07:23,0,3
2025-08-27,IndiGo,6E-3113,DEL,BOM,Eco,4899,22:50,22:47,05:27,05:17,0,0
2025-12-27,IndiGo,6E-8763,PNQ,BOM,Eco,3920,17:10,17:05,22:34,22:16,0,0
2025-09-03,IndiGo,6E-413,GOA,LHR,Eco,6093,18:30,18:24,02:36,02:26,0,0
2025-06-02,IndiGo,6E-9889,MAA,DEL,Business,7897,03:30,03:45,13:52,13:58,15,6
2025-07-09,IndiGo,6E-8762,DEL,HYD,Business,4098,21:10,21:13,02:47,02:54,3,7
2025-10-30,IndiGo,6E-7977,BLR,DEL,Eco,3596,09:10,09:11,14:09,14:01,1,0
2025-08-24,IndiGo,6E-992,SIN,MAA,Eco,6613,07:15,07:37,16:00,16:09,22,9
2025-02-18,IndiGo,6E-5804,SIN,MAA,Eco,5942,13:50,13:46,21:45,21:31,0,0
2025-06-02,IndiGo,6E-1230,BLR,DEL,Eco,7902,01:05,00:55,11:27,11:12,0,0
2025-07-15,IndiGo,6E-5252,PNQ,CCU,Eco Plus,8253,21:30,22:00,08:18,08:43,30,25
2025-03-24,IndiGo,6E-1237,DEL,PNQ,Eco,5159,13:00,12:56,19:56,19:51,0,0
2025-07-18,IndiGo,6E-5928,CCU,HYD,Eco,7303,19:05,19:06,04:42,04:36,1,0
2025-07-11,IndiGo,6E-1871,CCU,JFK,Eco,6267,20:00,19:53,04:20,04:10,0,0
2025-11-05,IndiGo,6E-3191,GOA,DXB,Business,8929,20:50,20:50,08:29,08:14,0,0
2025-02-17,IndiGo,6E-7004,BLR,JFK,Eco Plus,1768,09:45,09:47,12:27,12:34,2,7
2025-09-15,IndiGo,6E-698,LHR,BLR,Eco,7014,21:10,21:15,06:26,06:36,5,10
2025-10-03,IndiGo,6E-2759,SIN,DXB,Eco,3260,13:30,13:32,18:04,18:08,2,4
2025-10-26,IndiGo,6E-5438,SIN,JFK,Eco,7367,10:00,09:57,19:42,19:47,0,5
2025-09-01,IndiGo,6E-9067,BOM,LHR,Eco,8169,10:05,10:07,20:47,20:56,2,9
2025-12-07,IndiGo,6E-6008,BLR,BOM,Eco,1529,11:00,11:45,13:24,14:07,45,43
2025-05-13,IndiGo,6E-2240,PNQ,GOA,Eco,4604,08:30,08:22,14:45,14:38,0,0
2025-07-27,IndiGo,6E-6597,JFK,CCU,Eco,1171,07:05,06:58,09:02,08:53,0,0
2025-02-20,IndiGo,6E-5882,GOA,SIN,Business,2985,14:15,14:10,18:28,18:30,0,2
2025-03-14,IndiGo,6E-8497,DEL,BOM,Eco,787,10:30,10:43,11:59,12:21,13,22
2025-08-12,IndiGo,6E-1491,GOA,JFK,Eco,1191,07:50,07:51,09:49,09:35,1,0
2025-05-28,IndiGo,6E-7484,BLR,JFK,Eco,5028,23:10,01:49,05:57,08:28,159,151
2025-11-13,IndiGo,6E-8599,BOM,HYD,Eco,985,09:15,09:11,10:58,10:50,0,0
2025-07-30,IndiGo,6E-5014,MAA,DEL,Eco,3208,18:50,18:45,23:20,23:00,0,0
2025-08-19,IndiGo,6E-1467,GOA,DXB,Eco,6203,01:10,01:06,09:25,09:24,0,0
2025-11-14,IndiGo,6E-7689,PNQ,GOA,Eco,4896,20:50,20:44,03:27,03:23,0,0
2025-07-21,IndiGo,6E-4088,SIN,BOM,Eco,2064,23:10,23:06,02:14,02:04,0,0
2025-11-29,IndiGo,6E-8555,SIN,CCU,Business,7609,13:10,13:09,23:10,23:17,0,7
2026-02-03,IndiGo,6E-4883,DEL,HYD,Eco,2777,08:45,08:36,12:43,12:41,0,0
2025-04-21,IndiGo,6E-9267,JFK,SIN,Eco,3498,23:05,23:00,03:57,03:54,0,0
2025-03-03,IndiGo,6E-9759,BOM,HYD,Eco,8655,01:15,01:38,12:34,12:44,23,10
2025-11-20,IndiGo,6E-7479,HYD,DEL,Eco,8244,06:00,06:04,16:48,16:52,4,4
2025-02-17,IndiGo,6E-9176,CCU,LHR,Eco,1421,17:50,18:15,20:06,20:16,25,10
2025-07-23,IndiGo,6E-1304,DXB,SIN,Business,698,10:15,10:45,11:37,11:59,30,22
2026-01-07,IndiGo,6E-1427,BOM,LHR,Business,4210,03:15,03:20,09:00,08:53,5,0
2025-03-28,IndiGo,6E-3038,MAA,GOA,Business,8073,04:50,04:51,15:25,15:31,1,6
2025-04-29,IndiGo,6E-2110,PNQ,CCU,Eco,2810,08:00,07:50,12:00,11:46,0,0
2025-07-29,IndiGo,6E-2622,MAA,JFK,Eco,2498,12:50,12:49,16:27,16:35,0,8
2025-09-14,IndiGo,6E-1306,GOA,JFK,Business,987,15:50,18:02,17:34,19:34,132,120
2025-11-29,IndiGo,6E-5756,GOA,HYD,Business,3205,14:00,14:37,18:30,19:15,37,45
2025-04-19,IndiGo,6E-4064,DXB,CCU,Eco,2418,01:10,01:06,04:41,04:27,0,0
2025-05-24,IndiGo,6E-3413,CCU,LHR,Eco Plus,5099,07:05,09:27,13:57,16:08,142,131
2026-02-14,IndiGo,6E-3904,SIN,BLR,Eco,6158,09:50,09:49,18:01,17:56,0,0
2025-05-10,IndiGo,6E-5802,BLR,LHR,Eco,7775,16:00,15:52,02:13,02:01,0,0
2025-07-13,IndiGo,6E-8383,DXB,MAA,Eco,7099,09:05,09:06,18:27,18:24,1,0
2025-11-16,IndiGo,6E-6670,GOA,MAA,Eco Plus,6344,04:00,04:45,12:25,13:10,45,45
2025-07-08,IndiGo,6E-1106,BLR,DXB,Eco,1895,16:00,15:56,18:52,18:43,0,0
2025-10-29,IndiGo,6E-1822,PNQ,MAA,Eco,1895,10:05,09:55,12:57,12:45,0,0
2025-07-27,IndiGo,6E-6433,LHR,MAA,Business,4433,20:30,20:29,02:32,02:29,0,0
2026-01-24,IndiGo,6E-4463,DEL,DXB,Business,6225,11:50,11:40,20:06,19:46,0,0
2025-11-30,IndiGo,6E-2540,PNQ,BLR,Eco,7191,05:15,05:06,14:44,14:35,0,0
2025-03-01,IndiGo,6E-174,GOA,DEL,Eco,2320,12:05,12:09,15:29,15:43,4,14
